name,category,description,image_url
花菜,vegetable,也称菜花，富含维生素C，口感爽脆，适合清炒、干锅或凉拌。,https://via.placeholder.com/150/F5F5DC/000000?Text=Cauliflower
小番茄,fruit,小型番茄品种，酸甜度高，颜色多样，适合生食、沙拉或作为配菜。(从 vegetable 移到 fruit),https://via.placeholder.com/150/FF6347/FFFFFF?Text=CherryTomato
圣女果,fruit,特指一种常见的小番茄品种，味道甜美。(从 vegetable 移到 fruit),https://via.placeholder.com/150/FF4500/FFFFFF?Text=CherryTomato
荷兰番茄,vegetable,大型番茄，多汁，适合制作沙拉、三明治或烹饪。,https://via.placeholder.com/150/FF0000/FFFFFF?Text=BeefsteakTomato
彩椒,vegetable,颜色鲜艳（黄、红、橙），口感清甜无辣味，富含维生素C，适合生食、炒菜或烤制。,https://via.placeholder.com/150/FFFF00/000000?Text=BellPepper
尖椒,vegetable,细长型辣椒，辣度中等或偏高，常用于炒菜或烧烤。,https://via.placeholder.com/150/32CD32/FFFFFF?Text=LongChili
线椒,vegetable,细长如线，辣度较高，常用于爆炒或制作辣椒油。,https://via.placeholder.com/150/228B22/FFFFFF?Text=ThreadChili
豆角,legume,长条形豆荚，需彻底煮熟，口感脆嫩，适合干煸或炒肉。(从 vegetable 移到 legume),https://via.placeholder.com/150/6B8E23/FFFFFF?Text=YardlongBean
豇豆,legume,一种细长型豆角，口感清脆，适合炒食或腌制。(从 vegetable 移到 legume),https://via.placeholder.com/150/8FBC8F/FFFFFF?Text=Cowpea
秋黄瓜,vegetable,秋季收获的黄瓜，口感脆硬，更适合腌制或做酱菜。,https://via.placeholder.com/150/32CD32/FFFFFF?Text=AutumnCucumber
丝瓜,vegetable,夏季常见瓜果，口感软滑，适合清炒或煮汤。,https://via.placeholder.com/150/98FB98/000000?Text=Loofah
冬瓜尖,vegetable,冬瓜的嫩叶和藤蔓，口感嫩滑，常用于清炒或做汤。,https://via.placeholder.com/150/ADD8E6/000000?Text=WinterMelonTip
佛手瓜尖,vegetable,佛手瓜的嫩芽，口感嫩滑，常用于清炒。,https://via.placeholder.com/150/90EE90/000000?Text=ChayoteTip
地瓜叶,vegetable,红薯的嫩叶，富含维生素，口感嫩滑，适合清炒或做汤。,https://via.placeholder.com/150/ADFF2F/000000?Text=SweetPotatoLeaves (Duplicate, check)
马齿苋,herb,一种野生草本植物，口感滑嫩，略带酸味，有清热解毒功效，适合凉拌或做馅。(从 vegetable 移到 herb/other),https://via.placeholder.com/150/BDB76B/000000?Text=Purslane
香椿,herb,香椿树的嫩芽，带有特殊香味，春季时令蔬菜，适合炒鸡蛋或凉拌。(从 vegetable 移到 herb),https://via.placeholder.com/150/8B4513/FFFFFF?Text=ToonaSinensis
蒲公英,herb,一种野菜，略带苦味，有清热解毒功效，适合凉拌或做汤。(从 vegetable 移到 herb/other),https://via.placeholder.com/150/FFD700/000000?Text=Dandelion
榆钱,other,榆树的翅果，形状如铜钱，口感清甜软糯，春季可食用，适合蒸、拌或煮粥。(从 vegetable 移到 other),https://via.placeholder.com/150/F5F5DC/000000?Text=ElmSeed
面筋,other,面粉中的蛋白质，口感有嚼劲，可炒、烤、煮。(从 grain/vegetable 移到 other),https://via.placeholder.com/150/FFDEAD/000000?Text=Seitan
# --- 水果类 (Fruit) - 续 ---
哈密瓜,fruit,甜瓜的一种，果肉香甜多汁，夏季常见水果。,https://via.placeholder.com/150/FFA500/FFFFFF?Text=HamiMelon
香瓜,fruit,甜瓜的一种，清甜多汁，种类繁多。,https://via.placeholder.com/150/FFFFE0/000000?Text=Muskmelon
木瓜,fruit,热带水果，有青木瓜和熟木瓜，前者可作蔬菜，后者香甜软糯。,https://via.placeholder.com/150/FFDAB9/000000?Text=Papaya
火龙果花,other,火龙果树的花朵，可食用，口感滑嫩，常用于炒菜或做汤。(从 fruit 移到 other/vegetable),https://via.placeholder.com/150/DDA0DD/000000?Text=DragonFruitFlower
番石榴,fruit,也称芭乐，口感清脆或软糯，味道酸甜，富含维生素C。,https://via.placeholder.com/150/9ACD32/FFFFFF?Text=Guava
杨梅,fruit,小型红色或紫红色浆果，酸甜多汁，夏季时令水果。,https://via.placeholder.com/150/DC143C/FFFFFF?Text=Bayberry
桑葚,fruit,桑树的果实，成熟后呈紫黑色，酸甜多汁，可生食或制作果酱、泡酒。,https://via.placeholder.com/150/4B0082/FFFFFF?Text=Mulberry
红毛丹,fruit,热带水果，外壳有红色软刺，果肉白色透明，甜中带酸。,https://via.placeholder.com/150/FF0000/FFFFFF?Text=Rambutan
龙眼,fruit,也称桂圆，荔枝的近亲，果肉白色透明，甘甜多汁，不耐储存。,https://via.placeholder.com/150/CD853F/FFFFFF?Text=Longan (Duplicate with Other/桂圆) -> Keep as fruit
油桃,fruit,光滑无毛的桃子，口感脆甜，夏季常见。,https://via.placeholder.placeholder.com/150/FFDAB9/000000?Text=Nectarine
蟠桃,fruit,形状扁平的桃子，果肉甜美多汁。,https://via.placeholder.com/150/FFB6C1/000000?Text=FlatPeach
恐龙蛋李,fruit,一种李子品种，外皮青色，果肉红色，甜脆多汁。,https://via.placeholder.com/150/90EE90/000000?Text=DinosaurEggPlum
车厘子,fruit,进口的大樱桃，颜色深红，口感甜脆。,https://via.placeholder.com/150/800000/FFFFFF?Text=Cherries
树莓,fruit,也称覆盆子，红色浆果，酸甜可口，富含维生素和抗氧化物。(Duplicate with Fruit/覆盆子) -> Keep as fruit
圣女果,fruit,小型番茄品种，酸甜多汁。(Duplicate with Vegetable/圣女果),https://via.placeholder.com/150/FF4500/FFFFFF?Text=CherryTomato -> Keep as fruit
# --- 肉类 (Meat) - 续 ---
T骨牛排,meat,牛排部位之一，包含T形骨，一侧是菲力，一侧是西冷，适合煎烤。,https://via.placeholder.com/150/A52A2A/FFFFFF?Text=T-BoneSteak
菲力牛排,meat,牛里脊最嫩的部分，脂肪少，肉质细嫩，适合煎烤。,https://via.placeholder.com/150/8B0000/FFFFFF?Text=FiletMignon
西冷牛排,meat,牛外脊部分，带一点点肥边，口感有嚼劲，适合煎烤。,https://via.placeholder.com/150/B22222/FFFFFF?Text=SirloinSteak
战斧牛排,meat,带骨的肋眼牛排，形状像斧头，肉质肥美多汁，适合烤制。,https://via.placeholder.com/150/A0522D/FFFFFF?Text=TomahawkSteak
带骨猪排,meat,猪的肋骨部分，带骨，肉质鲜美，适合煎、烤、炸或红烧。,https://via.placeholder.com/150/CD853F/FFFFFF?Text=Bone-inPorkChop
鸡心,meat,鸡的心脏，口感脆韧，常用于烧烤、卤制或爆炒。(从 poultry 移到 meat?),https://via.placeholder.com/150/FF6347/FFFFFF?Text=ChickenHeart -> Keep in poultry
鸡胗,meat,鸡的胃，口感脆韧，常用于卤制、爆炒或凉拌。(从 poultry 移到 meat?),https://via.placeholder.com/150/FFA07A/FFFFFF?Text=ChickenGizzard -> Keep in poultry
鸭心,meat,鸭的心脏，口感脆韧，常用于卤制或爆炒。(从 poultry 移到 meat?),https://via.placeholder.com/150/FF7F50/FFFFFF?Text=DuckHeart -> Keep in poultry
鸭肝,meat,鸭的肝脏，口感细腻，富含铁质，可制作肥肝或用于炒菜、卤制。(从 poultry 移到 meat?),https://via.placeholder.com.com/150/8B0000/FFFFFF?Text=DuckLiver -> Keep in poultry
猪肝,meat,猪的肝脏，富含铁质，口感细腻，适合炒食或制作肝酱。,https://via.placeholder.com/150/A52A2A/FFFFFF?Text=PorkLiver
牛肚,meat,牛的胃，口感脆韧，常用于卤制、爆炒或火锅。,https://via.placeholder.com/150/DCDCDC/000000?Text=BeefTripe
猪肚,meat,猪的胃，口感脆韧，常用于卤制、煲汤或炒食。,https://via.placeholder.com/150/F5F5DC/000000?Text=PorkTripe
猪大肠,meat,猪的肠道，需清洗处理干净，口感Q韧，常用于卤制、烧烤或爆炒。,https://via.placeholder.com/150/C0C0C0/000000?Text=PorkIntestine
牛尾,meat,牛的尾巴，富含胶原蛋白，肉质带筋，适合炖汤或红烧。,https://via.placeholder.com/150/A0522D/FFFFFF?Text=Oxtail
羊蝎子,meat,羊的脊椎骨，带肉和脊髓，适合炖煮，风味浓郁。,https://via.placeholder.com/150/8B4513/FFFFFF?Text=LambSpine
火腿,meat,腌制或熏制的猪腿肉，种类繁多，风味各异，可直接食用或用于烹饪。,https://via.placeholder.com/150/FFB6C1/000000?Text=Ham
香肠（萨拉米）,meat,意大利风干香肠，常切片作为冷盘或披萨配料。,https://via.placeholder.com/150/CD5C5C/FFFFFF?Text=Salami
# --- 禽类 (Poultry) - 续 ---
鸡爪,poultry,鸡的脚，富含胶原蛋白，口感Q弹，常用于卤制、泡椒或煲汤。,https://via.placeholder.com/150/FFDAB9/000000?Text=ChickenFeet
鸭爪,poultry,鸭的脚，口感Q弹，常用于卤制、泡椒或凉拌。,https://via.placeholder.com/150/B0C4DE/000000?Text=DuckFeet
鸡翅尖,poultry,鸡翅最末端的部分，皮和骨头较多，适合卤制或烤制。,https://via.placeholder.com/150/FFA07A/FFFFFF?Text=ChickenWingTip
鸡心,poultry,鸡的心脏，口感脆韧，常用于烧烤、卤制或爆炒。,https://via.placeholder.com/150/FF6347/FFFFFF?Text=ChickenHeart
鸡胗,poultry,鸡的胃，口感脆韧，常用于卤制、爆炒或凉拌。,https://via.placeholder.com/150/FFA07A/FFFFFF?Text=ChickenGizzard
鸭心,poultry,鸭的心脏，口感脆韧，常用于卤制或爆炒。,https://via.placeholder.com/150/FF7F50/FFFFFF?Text=DuckHeart
鸭肝,poultry,鸭的肝脏，口感细腻，富含铁质，可制作肥肝或用于炒菜、卤制。,https://via.placeholder.com/150/8B0000/FFFFFF?Text=DuckLiver
# --- 海鲜类 (Seafood) - 续 ---
鳕鱼排,seafood,去骨去皮的鳕鱼肉块，方便烹饪，适合香煎、烤制或油炸。,https://via.placeholder.com/150/F8F8FF/000000?Text=CodFillet
龙虾,seafood,大型甲壳类海鲜，肉质肥美，味道鲜甜，常用于蒸、烤或制作龙虾汤。,https://via.placeholder.com/150/FF4500/FFFFFF?Text=Lobster
对虾,seafood,大型虾类，肉质紧实，味道鲜美，适合烤、蒸、炸。,https://via.placeholder.com/150/FF7F50/FFFFFF?Text=Prawn
瑶柱,seafood,扇贝的干制品，味道极鲜，常用于煲汤、炖菜或制作XO酱。,https://via.placeholder.com/150/FFF5EE/000000?Text=DriedScallop
干贝,seafood,小型贝类的干制品，味道鲜美，常用于煲汤或炖菜。(类似瑶柱),https://via.placeholder.com/150/F5FFFA/000000?Text=DriedBayScallop
鱼丸,seafood,鱼肉制成的丸子，口感Q弹，常用于火锅、汤或炖菜。,https://via.placeholder.com/150/ADD8E6/000000?Text=FishBall
虾丸,seafood,虾肉制成的丸子，口感Q弹，味道鲜美，常用于火锅、汤或炖菜。,https://via.placeholder.com.com/150/FFB6C1/000000?Text=ShrimpBall
蟹棒,seafood,模仿蟹肉风味的鱼糜制品，常用于沙拉、寿司或火锅。,https://via.placeholder.com/150/FFA07A/FFFFFF?Text=ImitationCrabMeat
海胆,seafood,棘皮动物，内部生殖腺可食用，味道鲜甜，常用于刺身或寿司。,https://via.placeholder.com/150/DAA520/FFFFFF?Text=SeaUrchin
象拔蚌,seafood,大型蛤蜊，虹管部分可食用，口感脆甜，适合刺身或清炒。,https://via.placeholder.com/150/D2B48C/000000?Text=Geoduck
# --- 菌菇 (Mushroom) - 续 ---
茶树菇,mushroom,细长管状菌菇，口感韧脆，香气独特，适合炒、炖、煲汤。,https://via.placeholder.com/150/8B4513/FFFFFF?Text=TeaTreeMushroom
香菇干,mushroom,晒干的香菇，香气更浓郁，需泡发，适合炖汤或红烧。,https://via.placeholder.com/150/A0522D/FFFFFF?Text=DriedShiitake
猴头菇,mushroom,形状独特似猴头，肉质肥厚，营养丰富，有健胃功效，适合炖煮。,https://via.placeholder.com/150/F5F5DC/000000?Text=Lion'sManeMushroom
鸡油菌,mushroom,颜色金黄，香气浓郁，口感Q弹，适合炒、炖或搭配意面。,https://via.placeholder.com/150/FFD700/000000?Text=Chanterelle
松露,mushroom,珍贵地下食用菌，香气独特浓郁，价格昂贵，常用于西餐，如黑松露、白松露。,https://via.placeholder.com/150/2F4F4F/FFFFFF?Text=Truffle
# --- 豆类 (Legume) - 续 ---
黑豆,legume,黑色豆子，有补肾功效，常用于煮粥、豆浆或制作豆豉。,https://via.placeholder.com/150/000000/FFFFFF?Text=BlackBean
白豆,legume,白色豆子，口感软糯，常用于煮汤、炖菜或制作糕点。,https://via.placeholder.com/150/FFFFFF/000000?Text=WhiteBean
红腰豆,legume,红色肾形豆子，口感粉糯，常用于沙拉、炖菜或制作罐头。,https://via.placeholder.com/150/B22222/FFFFFF?Text=KidneyBean
荷兰豆,legume,豆荚扁平，口感清甜爽脆，适合清炒或作为配菜。(Duplicate with Vegetable),https://via.placeholder.com/150/8FBC8F/FFFFFF?Text=SnowPea -> Keep as legume
甜豆,legume,豆荚饱满，豆粒大而甜，口感脆嫩，可带荚或剥粒食用。,https://via.placeholder.com/150/90EE90/000000?Text=SweetPea
花生米,nut_seed,去壳的花生仁，可生食、炒熟、炸脆或用于制作花生酱。(从 legume 移到 nut_seed),https://via.placeholder.com/150/F4A460/FFFFFF?Text=ShelledPeanut
# --- 坚果与籽类 (Nut & Seed) - 续 ---
碧根果,nut_seed,核桃的近亲，口感香甜酥脆，富含油脂，常作零食或用于烘焙。,https://via.placeholder.com/150/CD853F/FFFFFF?Text=Pecan
榛子,nut_seed,圆球形坚果，味道香甜，富含油脂，常作零食或用于制作巧克力、酱料。,https://via.placeholder.com/150/D2691E/FFFFFF?Text=Hazelnut
巴西坚果,nut_seed,大型坚果，富含硒，口感丰富，常作零食。,https://via.placeholder.com/150/A0522D/FFFFFF?Text=BrazilNut
夏威夷果仁,nut_seed,去壳的夏威夷果，口感奶香酥脆，富含健康脂肪。,https://via.placeholder.com/150/FFF8DC/000000?Text=MacadamiaNutKernel
开心果仁,nut_seed,去壳的开心果仁，绿色，香脆可口。,https://via.placeholder.com/150/98FB98/000000?Text=ShelledPistachio
松子仁,nut_seed,去壳的松子，小巧香甜，常用于烘焙或撒在菜肴上。,https://via.placeholder.com/150/F5DEB3/000000?Text=PineNutKernel
瓜子仁,nut_seed,去壳的瓜子，方便食用，常用于烘焙或制作点心。,https://via.placeholder.com/150/D2B48C/000000?Text=ShelledMelonSeed
南瓜籽仁,nut_seed,去壳的南瓜籽，绿色，可烤熟作零食或用于烘焙。,https://via.placeholder.com/150/FFD700/000000?Text=PumpkinSeedKernel
葵花籽仁,nut_seed,去壳的葵花籽，常用作烘焙原料或零食。,https://via.placeholder.com/150/FFFF00/000000?Text=SunflowerSeedKernel
奇亚籽 (白色),nut_seed,白色奇亚籽，与黑色奇亚籽营养相似，外观不同。,https://via.placeholder.com/150/FFFFFF/000000?Text=WhiteChiaSeed
芝麻酱 (白色),spice,用白芝麻制作的芝麻酱，颜色较浅，香气浓郁。(Keep spice as it's a condiment),https://via.placeholder.com/150/FAFAD2/000000?Text=WhiteSesamePaste
芝麻酱 (黑色),spice,用黑芝麻制作的芝麻酱，颜色深，味道浓郁。(Keep spice),https://via.placeholder.com/150/000000/FFFFFF?Text=BlackSesamePaste
# --- 谷物/主食类 (Grain) - 续 ---
糙米,grain,未精加工的稻米，保留米糠层，富含膳食纤维和维生素，口感略硬，更健康。,https://via.placeholder.com/150/CD853F/FFFFFF?Text=BrownRice
胚芽米,grain,去除米糠层但保留胚芽的稻米，营养价值高，口感介于白米和糙米之间。,https://via.placeholder.com/150/F0E68C/000000?Text=GermRice
玉米片,grain,玉米加工制成的薄片，常用于早餐麦片，可搭配牛奶或酸奶。,https://via.placeholder.com/150/FFD700/000000?Text=CornFlakes
吐司,grain,切成薄片的方形面包，常烤制后涂抹果酱或搭配鸡蛋培根作早餐。,https://via.placeholder.com/150/DEB887/000000?Text=Toast
法棍,grain,细长硬皮的法国面包，内部柔软，适合搭配奶酪、酱料或制作三明治。,https://via.placeholder.com/150/F5DEB3/000000?Text=Baguette
全麦面包,grain,用全麦面粉制作的面包，富含膳食纤维，颜色较深，口感略粗。,https://via.placeholder.com/150/A0522D/FFFFFF?Text=WholeWheatBread
意面（螺丝面）,grain,螺旋形状的意大利面，能很好地吸附酱汁。,https://via.placeholder.com/150/F4A460/FFFFFF?Text=FusilliPasta
意面（通心粉）,grain,管状意大利面，有斜切和直切，常用于沙拉、焗饭或搭配浓郁酱汁。,https://via.placeholder.com/150/E9967A/FFFFFF?Text=Macaroni
米粉,grain,大米制成的细条状食品，口感Q弹或顺滑，是南方常见主食。,https://via.placeholder.com/150/F0FFF0/000000?Text=RiceNoodles
河粉,grain,米粉的一种，呈扁平宽条状，口感顺滑，常用于炒河粉或汤河粉。,https://via.placeholder.com/150/F5F5DC/000000?Text=HoFun
饺子皮,grain,面粉制成的圆形薄片，用于包裹饺子馅，可煮、蒸、煎。,https://via.placeholder.com/150/FFFFFF/000000?Text=DumplingWrapper
混沌皮,grain,面粉制成的薄方形片，用于包裹混沌馅，口感更薄软。,https://via.placeholder.com/150/FAF0E6/000000?Text=WontonWrapper
手抓饼,grain,多层酥脆的葱油饼，可加热后搭配鸡蛋、培根等食用。,https://via.placeholder.com/150/DEB887/000000?Text=HandGrabCake
# --- 香料/调料类 (Spice) - 续 ---
白糖,spice,细小的白色晶体糖，最常见的食用糖，用于调味、烘焙。(Duplicate with 白砂糖) -> Keep as 白砂糖
红糖,spice,甘蔗榨汁后熬煮而成的糖，颜色红褐，带有特殊风味，有补血功效。,https://via.placeholder.com/150/A52A2A/FFFFFF?Text=BrownSugar
冰糖（单晶）,spice,小颗粒的单晶冰糖，纯度高，常用于甜品、饮品。,https://via.placeholder.com/150/ADD8E6/000000?Text=RockSugarCrystal
冰糖（多晶）,spice,大块的多晶冰糖，常用于炖煮，溶解较慢。,https://via.placeholder.com/150/B0E0E6/000000?Text=RockSugarChunk
枫糖浆,spice,枫树树液熬制而成的糖浆，味道香甜，常用于搭配薄饼、华夫饼或甜点。,https://via.placeholder.com/150/D2691E/FFFFFF?Text=MapleSyrup
蜂蜜（槐花蜜）,other,槐花蜜，颜色浅，味道清香纯甜，不易结晶。(From other/蜂蜜) -> Keep as other
蜂蜜（枣花蜜）,other,枣花蜜，颜色深，味道浓郁甘甜，易结晶。(From other/蜂蜜) -> Keep as other
蜂蜜（百花蜜）,other,多种花蜜混合而成，风味复杂。(From other/蜂蜜) -> Keep as other
黄芥末酱,spice,用芥菜籽制成的黄色酱料，味道辛辣，常用于搭配热狗、汉堡或沙拉酱。,https://via.placeholder.com/150/FFD700/000000?Text=YellowMustard
第戎芥末酱,spice,一种法式芥末酱，颜色淡黄，味道柔和带酒香，常用于制作沙拉酱、腌料。,https://via.placeholder.com/150/F0E68C/000000?Text=DijonMustard
番茄膏,spice,浓缩的番茄制品，味道更浓郁，常用于制作意面酱、炖菜。,https://via.placeholder.com/150/B22222/FFFFFF?Text=TomatoPaste
披萨草,herb,也称牛至，香气浓郁，是意大利菜和披萨中常用的香草。(Duplicate with Herb/牛至) -> Keep as herb
迷迭香干,herb,干燥的迷迭香，香气比新鲜的浓郁，适合长时间烹饪。,https://via.placeholder.com/150/778899/FFFFFF?Text=DriedRosemary
百里香干,herb,干燥的百里香，适合长时间炖煮或烤制。,https://via.placeholder.com/150/D8BFD8/000000?Text=DriedThyme
欧芹干,herb,干燥的欧芹，香气较弱，常用于调味或装饰。,https://via.placeholder.com/150/B0C4DE/000000?Text=DriedParsley
薄荷干,herb,干燥的薄荷叶，常用于泡茶或制作甜点。,https://via.placeholder.com/150/98FB98/000000?Text=DriedMint
# --- 香草类 (Herb) - 续 ---
小葱,herb,葱的一种，也称香葱，茎细叶绿，香气浓郁，常用于凉拌、撒在菜肴上或爆香。,https://via.placeholder.com/150/90EE90/000000?Text=Scallion
大葱,herb,葱的一种，茎部粗大，味道浓郁，常用于爆香、炖煮或作为配菜。,https://via.placeholder.com/150/ADD8E6/000000?Text=GreenOnion
生姜片,spice,切片的生姜，方便炖煮或泡茶。(From spice/生姜),https://via.placeholder.com/150/D2B48C/FFFFFF?Text=GingerSlices
蒜末,herb,切碎的大蒜，香气强烈，常用于爆香或制作酱料。(From herb/大蒜),https://via.placeholder.com/150/F5F5F5/000000?Text=MincedGarlic
姜末,spice,切碎的生姜，方便快速使用，用于腌制或炒菜。(From spice/生姜),https://via.placeholder.com/150/D2B48C/FFFFFF?Text=MincedGinger
干香菜,herb,干燥的香菜，香气较弱，可用于调味或装饰。(From herb/香菜),https://via.placeholder.com/150/228B22/FFFFFF?Text=DriedCilantro
# --- 油类 (Oil) - 续 ---
猪油（熬制）,oil,通过熬煮猪板油得到的猪油，常用于炒菜或制作酥皮。(Duplicate with Oil/猪油) -> Keep as oil
牛油,oil,牛脂肪熬制而成的油，香味浓郁，常用于火锅底料或炒菜。,https://via.placeholder.com/150/CD853F/FFFFFF?Text=BeefTallow
鸡油,oil,鸡脂肪熬制而成的油，香味独特，常用于制作鸡汤或面条。,https://via.placeholder.com/150/FFD700/000000?Text=ChickenFat
色拉油,oil,混合植物油，风味清淡，用途广泛，适合炒菜、油炸、凉拌。(通用名称),https://via.placeholder.com/150/F0E68C/000000?Text=SaladOil
玉米胚芽油,oil,从玉米胚芽提取的油，富含维生素E，适合烹饪。(Duplicate with Oil/玉米油),https://via.placeholder.com/150/FFDA43/000000?Text=CornGermOil
# --- 其他类 (Other) - 续 ---
酵母粉,other,干燥的酵母粉，用于发酵面团，制作面包、馒头等。(Duplicate with Other/酵母),https://via.placeholder.com/150/F5F5DC/000000?Text=DryYeast
泡打粉（双效）,other,遇水和遇热两次膨胀的泡打粉，效果更好，常用于烘焙。,https://via.placeholder.com/150/FFFFFF/000000?Text=DoubleActingBakingPowder
明胶片,other,片状的明胶，需泡软后加热溶解使用，用于制作甜点凝固剂。(From other/吉利丁),https://via.placeholder.com/150/FFFAF0/000000?Text=GelatinSheet
鱼胶粉,other,鱼皮或鱼骨提取的胶原蛋白粉，类似明胶，用于制作甜点凝固剂。,https://via.placeholder.com/150/E0FFFF/000000?Text=FishGelatin
卡拉胶,other,从红藻提取的亲水性胶体，用作增稠剂、稳定剂，广泛用于食品工业。,https://via.placeholder.com/150/B0C4DE/000000?Text=Carrageenan
黄原胶,other,微生物发酵产生的多糖，用作增稠剂、稳定剂，在无麸质烘焙中也常用。,https://via.placeholder.com/150/FFDEAD/000000?Text=XanthanGum
瓜尔胶,other,从瓜尔豆提取的多糖，用作增稠剂、稳定剂，常用于冰淇淋、酱料。,https://via.placeholder.com/150/F4A460/FFFFFF?Text=GuarGum
大菜糕,other,也称凉粉草，植物胶质，用于制作凉粉、烧仙草等甜品。(类似琼脂),https://via.placeholder.com/150/ADFF2F/000000?Text=GrassJelly
龟苓膏粉,other,多种中草药和龟板熬制后提取物制成的粉末，有清热功效，冲泡后凝固成膏状。,https://via.placeholder.com/150/8B4513/FFFFFF?Text=GuilinggaoPowder
仙草粉,other,由仙草（一种植物）制成的粉末，冲泡后凝固成膏状，常用于制作烧仙草甜品。,https://via.placeholder.com/150/3CB371/FFFFFF?Text=MesonaPowder
白凉粉,other,一种用淀粉等制成的粉末，冲泡后凝固成白色透明的凉粉。,https://via.placeholder.com/150/F0FFF0/000000?Text=WhiteJellyPowder
藕粉,other,由莲藕制成的淀粉，有养胃功效，冲泡后呈透明糊状。,https://via.placeholder.com/150/FFC0CB/000000?Text=LotusRootStarch
荸荠粉,other,由荸荠制成的淀粉，口感清脆，可用于勾芡或制作甜点。,https://via.placeholder.com/150/FFFACD/000000?Text=WaterChestnutStarch
蕨根粉,other,由蕨类植物根茎制成的淀粉，口感Q弹滑爽，常用于制作蕨根粉条或凉粉。,https://via.placeholder.com/150/A0522D/FFFFFF?Text=FernRootStarch
葛粉,other,由葛根制成的淀粉。(Duplicate with other/葛根粉),https://via.placeholder.com/150/FAFAD2/000000?Text=KudzuPowder
冰粉粉,other,一种用植物提取物制成的粉末，冲泡后凝固，口感冰凉滑嫩，常用于制作冰粉甜品。,https://via.placeholder.com/150/ADD8E6/000000?Text=BingfenPowder